;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
604;[504, 605];0.933717788466201;0.05871424397146278;0.04814534327363383;0.9245387872348442;0.07224132745313432;0.10811232149927667;17.0;0.18367346938775508;0.9264260407352565;0.06486245685518004;0.04745342287731259;0.9692934659590802;0.032098294201678416;0.021230629976529643;17.0;0.19387755102040816;0.9847606980544142;0.014216929001221642;0.009948406398030471;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.14285714285714285
605;[505, 606];0.9251106908040823;0.06612909032908901;0.05325473539882822;0.956650471575569;0.042706726936619574;0.06263480451232883;17.0;0.17346938775510204;0.9168497339141304;0.0731985393077421;0.05281579969034107;0.956650471575569;0.042706726936619574;0.02291786366398547;17.0;0.1836734693877551;0.9823060989157606;0.01630437726249579;0.010858729417995535;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.1326530612244898
606;[506, 607];0.9155343839829562;0.07443818672633949;0.05898492012375742;0.956650471575569;0.042706726936619574;0.06263480451232883;17.0;0.1836734693877551;0.9061728310999256;0.08257588656345978;0.05893164031023577;0.956650471575569;0.042706726936619574;0.02291786366398547;17.0;0.19387755102040818;0.9792820477759409;0.01887944721369751;0.011988171175790065;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.14285714285714285
607;[507, 608];0.9133234365579491;0.07633272270514174;0.06164446870849878;0.956650471575569;0.042706726936619574;0.06263480451232883;17.0;0.1836734693877551;0.9038049030307379;0.08463141616966088;0.06233612123181418;0.956650471575569;0.042706726936619574;0.02291786366398547;17.0;0.19387755102040818;0.9796581587379242;0.01850557292129188;0.011494152232819174;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.14285714285714285
608;[508, 609];0.9176433951189221;0.07351293761881277;0.059647737891904376;0.956650471575569;0.042706726936619574;0.06263480451232883;17.0;0.1836734693877551;0.9079496703901931;0.08207706873878463;0.061032030281739154;0.956650471575569;0.042706726936619574;0.02291786366398547;17.0;0.19387755102040818;0.9834613411727805;0.01513490079557142;0.009566522556492646;0.9488801212514659;0.050098499096156206;0.07260032500972276;18.0;0.14285714285714285
609;[509, 610];0.9139685993007791;0.07582125807810723;0.05963500506920745;0.956650471575569;0.042706726936619574;0.06263480451232883;17.0;0.1836734693877551;0.9038049030307379;0.0846314161696611;0.061031430069382914;0.956650471575569;0.042706726936619574;0.02291786366398547;17.0;0.19387755102040818;0.9800611790709773;0.018091208381787814;0.010945936022304075;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.14285714285714285
610;[510, 611];0.9094920238985609;0.07869083751638854;0.061524148826100106;0.956650471575569;0.042706726936619574;0.06263480451232883;17.0;0.19387755102040818;0.8995077527630991;0.08722758324611829;0.06222841324514038;0.944007477192058;0.05302369343549294;0.04477152501692065;17.0;0.20408163265306123;0.9760491532788731;0.02158635585826201;0.012760394216129397;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.15306122448979592
611;[511, 612];0.9057328431187553;0.08208971097566266;0.06959926340350558;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.19387755102040818;0.8966266181497478;0.08974680318806545;0.06933171547941591;0.944007477192058;0.05302369343549294;0.04477152501692065;17.0;0.20408163265306123;0.97564613294582;0.021997519209571846;0.015439351922770345;0.9908376325554372;0.00919559653943412;0.01262756430420546;18.0;0.15306122448979592
612;[512, 613];0.9057328431187553;0.08208971097566266;0.06959926340350558;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.19387755102040818;0.8986627381761723;0.08798221540254138;0.06806220172470157;0.944007477192058;0.05302369343549294;0.04477152501692065;17.0;0.20408163265306123;0.9752700219838367;0.022368457308547866;0.014985529460589859;0.9789848253208955;0.020031194717033532;0.011714322282044436;18.0;0.15306122448979592
613;[513, 614];0.9092674091107944;0.07998008762883167;0.0697807446862028;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.19387755102040818;0.9026465337437444;0.08563033144451154;0.06839765867376421;0.9566504715755689;0.04270672693661957;0.038429397798721454;17.0;0.20408163265306123;0.9781503441647716;0.020005054874786432;0.01364213547374211;0.9789848253208955;0.020031194717033532;0.011714322282044436;18.0;0.16326530612244897
614;[514, 615];0.9055257090186958;0.08354066446585034;0.07631395311732675;0.944007477192058;0.05302369343549294;0.04477152501692065;17.0;0.19387755102040818;0.899532515706769;0.08847709268929858;0.07431874349682813;0.9566504715755689;0.04270672693661957;0.038429397798721454;17.0;0.20408163265306123;0.9785533644978247;0.019591969099863313;0.013606260818497485;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.16326530612244897
615;[515, 616];0.894848806204491;0.09265757303987197;0.08359035073849047;0.9546444483376649;0.04329880445251307;0.03395860375336986;16.0;0.1836734693877551;0.8875680942183494;0.09893136399123953;0.08223836005960941;0.9546444483376649;0.04329880445251284;0.037853764469154914;16.0;0.19387755102040816;0.9756730423168898;0.02195761268713755;0.014786352134679603;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.15306122448979592
616;[516, 617];0.8828843847160714;0.102988413071238;0.09192149063670664;0.9546444483376649;0.04329880445251307;0.03395860375336986;16.0;0.19387755102040816;0.8740308698160516;0.11093629145953988;0.09159403142852185;0.9546444483376649;0.04329880445251284;0.037853764469154914;16.0;0.20408163265306123;0.9722387663865274;0.024782062311624838;0.01617573587505981;0.990837632555437;0.009195596539434117;0.00631378215210273;18.0;0.163265306122449
617;[517, 618];0.8845899647817456;0.10132516461910486;0.08584574206327872;0.9202390722583167;0.07371028253262965;0.06022469646482999;16.0;0.19387755102040816;0.875108767826603;0.10993304273576887;0.08653196301118651;0.9546444483376649;0.04329880445251307;0.03395860375336986;16.0;0.20408163265306123;0.9722387663865274;0.024782062311624838;0.013916226744814082;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.163265306122449
618;[518, 619];0.8912550431185723;0.09687780635079667;0.08275949375779235;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.19387755102040816;0.8819222180564659;0.1055545201462776;0.08330371830617042;0.9546444483376649;0.04329880445251284;0.037853764469154914;16.0;0.20408163265306123;0.9760491532788731;0.02158635585826201;0.012760394216129397;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.163265306122449
619;[519, 620];0.8862893419973531;0.10115788110370208;0.09247412747569159;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.19387755102040816;0.8778661906093109;0.10891775459155621;0.09238929981407573;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.97564613294582;0.021997519209571846;0.014716928564567137;0.9306282244165778;0.06882298225072173;0.0502404735808355;18.0;0.163265306122449
620;[520, 621];0.8771976397557306;0.11068102523425026;0.1002118788855112;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.19387755102040816;0.8668588831580656;0.1207710094231047;0.10221508492559293;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.9752700219838367;0.022368457308547387;0.015310108472586105;0.9306282244165778;0.06882298225072173;0.0502404735808355;18.0;0.163265306122449
621;[521, 622];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.20408163265306123;0.9706225336874303;0.026419709295904058;0.017715147198843234;0.9725857357205491;0.029601987753305217;0.016746824526945165;18.0;0.163265306122449
622;[522, 623];0.861306999304861;0.12144680060403616;0.1136525319481003;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8513818359922235;0.13058562405617943;0.11475915252058075;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.21428571428571427;0.9657806109487548;0.03055944776280527;0.022087044923430294;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.17346938775510204
623;[523, 624];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.21428571428571427;0.9650014796537183;0.031325710962344246;0.02270426744022978;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.16326530612244897
624;[524, 625];0.861306999304861;0.12144680060403616;0.1136525319481003;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8513818359922235;0.13058562405617943;0.11475915252058075;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.21428571428571427;0.9634356949715415;0.03286700817961598;0.024188365847296594;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.16326530612244897
625;[525, 626];0.8538357758903924;0.1260528318812705;0.11721530616728928;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.20408163265306123;0.8437696608662365;0.13507939532954452;0.11848816835737608;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.21428571428571427;0.9579354860380012;0.03755750674130787;0.027272221118576058;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.16326530612244897
626;[526, 627];0.8572651186776089;0.12445559551529932;0.11788376849529131;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8476085083925152;0.13334752575534733;0.11947286476133678;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.9613995749451172;0.03490335405100901;0.02605613694596589;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.16326530612244897
627;[527, 628];0.8645917754516353;0.11986182210034774;0.11434843187948625;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8550797318069835;0.12885517317478276;0.11577208762217894;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.9634356949715415;0.03286700817961598;0.024188365847296594;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.16326530612244897
628;[528, 629];0.861306999304861;0.12144680060403616;0.1136525319481003;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.19387755102040816;0.8513818359922235;0.13058562405617943;0.11475915252058075;0.9104712149289942;0.08269113238139036;0.08244590536342238;15.0;0.20408163265306123;0.9629653596272938;0.03336885124851955;0.022422301253472353;0.9607329284860076;0.03998276446058072;0.039807431205993074;18.0;0.16326530612244897
629;[529, 630];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9553989609841033;0.041293256631601404;0.05825840868313192;15.0;0.19387755102040816;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.020694681050198664;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.16326530612244897
630;[530, 631];0.8569260250572314;0.12530223233699334;0.12597661835805754;0.9553989609841033;0.041293256631601404;0.05825840868313192;15.0;0.19387755102040816;0.8480775311216862;0.13335693649329844;0.125692998951738;0.7064881049118202;0.2480455209574361;0.3943858964455833;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.022805317977635877;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.16326530612244897
631;[531, 632];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9475231583990614;0.05186115021048158;0.06960523782515476;15.0;0.19387755102040816;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.9329350879565487;0.06252685030320938;0.06874276982495706;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.020694681050198664;0.9607329284860076;0.03998276446058072;0.039807431205993074;18.0;0.16326530612244897
632;[532, 633];0.8636749273740486;0.11961022474682337;0.1131068944470642;0.9475231583990614;0.05186115021048158;0.06960523782515476;15.0;0.19387755102040816;0.8537497640614112;0.12880330058223824;0.11380804158445183;0.9329350879565487;0.06252685030320938;0.06874276982495706;15.0;0.20408163265306123;0.9662146920197626;0.030109889603173335;0.01940440394125392;0.9306282244165778;0.06882298225072173;0.05472777168861617;18.0;0.16326530612244897
633;[533, 634];0.8601462532909603;0.12218912536809871;0.11681223867800555;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.19387755102040816;0.8504896430058664;0.1311461866472653;0.11798632326341851;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.20408163265306123;0.9650014796537183;0.031325710962344246;0.020694681050198664;0.9306282244165778;0.06882298225072173;0.050240473580835505;18.0;0.16326530612244897
634;[534, 635];0.8645917754516353;0.11986182210034774;0.11434843187948625;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8550797318069835;0.12885517317478276;0.11577208762217894;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.19387755102040816;0.9682776177102169;0.028749610961795177;0.019816468122709534;0.9099617502405772;0.08386502482452259;0.06024944670041271;18.0;0.16326530612244897
635;[535, 636];0.8645917754516353;0.11986182210034774;0.11434843187948625;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8550797318069835;0.12885517317478276;0.11577208762217894;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.19387755102040816;0.9634356949715415;0.03286700817961598;0.024188365847296594;0.9099617502405772;0.08386502482452259;0.06024944670041271;18.0;0.16326530612244897
636;[536, 637];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.19387755102040816;0.9579354860380012;0.03755750674130834;0.026978989465011607;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.17346938775510204
637;[537, 638];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.1836734693877551;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.8255197379070639;0.16589883345222917;0.19051808568613066;15.0;0.19387755102040816;0.9579354860380012;0.037557506741308574;0.02716237559409179;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.17346938775510204
638;[538, 639];0.8705325614189041;0.11492970655052333;0.10336211513437174;0.9699870314266159;0.030004308271133782;0.020968722283650286;15.0;0.17346938775510204;0.8600454329282027;0.12492635603406446;0.10551174821132606;0.8255197379070639;0.16589883345222917;0.19051808568613066;15.0;0.1836734693877551;0.961399574945117;0.034903354051009;0.02594629142148162;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.16326530612244897
639;[539, 640];0.8736689656726423;0.11335160531948452;0.1042372072730226;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.16326530612244897;0.8635987621025206;0.123195235149179;0.10669367219116305;0.873419271458927;0.13735883353869804;0.13134394308585043;15.0;0.17346938775510204;0.9643439049588524;0.03264988653001484;0.025235172451823024;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.15306122448979592
640;[540, 641];0.8801816611012852;0.10913216327856755;0.10111871390831029;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.15306122448979592;0.8702638404393473;0.11905794960703256;0.10342935670062188;0.873419271458927;0.13735883353869804;0.13134394308585043;15.0;0.16326530612244897;0.9689913932552587;0.02865637911914823;0.02272252032378938;0.8156631257730546;0.17358160031193096;0.21816590808461978;18.0;0.15306122448979592
641;[541, 642];0.8882433197543566;0.10323732618292554;0.09231040607899454;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.15306122448979592;0.8778544338785411;0.11390173402217213;0.09547456200561508;0.8880073419014397;0.12874096517561792;0.11927001978590938;15.0;0.16326530612244897;0.9689913932552587;0.02865637911914823;0.02272252032378938;0.8156631257730546;0.17358160031193096;0.24244025846061654;18.0;0.15306122448979592
642;[542, 643];0.8913016584931974;0.1008934355805271;0.08847042681932804;0.9699870314266159;0.030004308271133782;0.03886664628526872;15.0;0.15306122448979592;0.8763062005237426;0.11531375381351135;0.10063964484038623;0.9475231583990614;0.05186115021048158;0.05170731382353633;15.0;0.16326530612244897;0.9675737702958402;0.030187259077407543;0.023956602558432002;0.8616051493362595;0.14525605675646372;0.17715549461928992;18.0;0.15306122448979592
643;[543, 644];0.8901409124792967;0.1016996283811424;0.09197899057112124;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.15306122448979592;0.8751454545098418;0.11608280244390878;0.10449442666429302;0.9756641375534827;0.024232992368047133;0.015567246005045733;14.0;0.16326530612244897;0.96692860755301;0.030765277323374057;0.025474159091032712;0.967132018086354;0.030601750822931005;0.04289321881345246;18.0;0.15306122448979592
644;[544, 645];0.8913016584931974;0.1008934355805271;0.08847042681932804;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.15306122448979592;0.8763062005237426;0.11531375381351135;0.10063964484038623;0.9756641375534827;0.024232992368047133;0.015567246005045733;14.0;0.16326530612244897;0.9675737702958402;0.030187259077407543;0.023956602558432002;0.9282136470754652;0.06591012330472461;0.08955024953399726;18.0;0.15306122448979592
645;[545, 646];0.8763062005237426;0.11531375381351135;0.10063964484038623;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.15306122448979592;0.8582043242043733;0.13327996273902776;0.11730507325005654;0.9756641375534827;0.024232992368047133;0.015567246005045733;14.0;0.16326530612244897;0.961378048644635;0.03588168792726526;0.027633678086579593;0.9282136470754652;0.06591012330472461;0.08955024953399726;18.0;0.15306122448979592
646;[546, 647];0.8778544338785411;0.11390173402217213;0.09547456200561508;0.9553989609841033;0.041293256631601404;0.04506049520206962;15.0;0.15306122448979592;0.8597525575591719;0.13193796974139935;0.11200432870047317;0.9111886696810592;0.07947441572460409;0.0753538239395708;14.0;0.16326530612244897;0.9618121297156427;0.03543670676242196;0.025218845129698374;0.9282136470754652;0.06591012330472461;0.08955024953399726;18.0;0.15306122448979592
647;[547, 648];0.8854159152500478;0.10475949935320487;0.0912250572673769;0.8734192714589268;0.13735883353869802;0.23854003957181877;15.0;0.15306122448979592;0.8702638404393473;0.11905794960703256;0.10342935670062188;0.8509553984313722;0.1540793684887149;0.164330514987979;15.0;0.16326530612244897;0.9633603630704413;0.033720616789711354;0.026059733335075032;0.9400664543100068;0.05624129096313678;0.05115466398013947;18.0;0.15306122448979592
648;[548, 649];0.8854159152500478;0.10475949935320487;0.0912250572673769;0.8734192714589268;0.13735883353869802;0.23854003957181877;15.0;0.15306122448979592;0.8702638404393473;0.11905794960703256;0.10342935670062188;0.8139034549613051;0.17674343949119758;0.19506910652786505;15.0;0.16326530612244897;0.9633603630704413;0.033720616789711354;0.026059733335075032;0.9400664543100068;0.05624129096313678;0.05115466398013947;18.0;0.15306122448979592
649;[549, 650];0.8854159152500478;0.10475949935320487;0.0912250572673769;0.8734192714589268;0.13735883353869802;0.23854003957181877;15.0;0.14285714285714285;0.8702638404393473;0.11905794960703256;0.10342935670062188;0.8509553984313722;0.1540793684887149;0.164330514987979;15.0;0.15306122448979592;0.9633603630704413;0.033720616789711354;0.026059733335075032;0.9400664543100068;0.05624129096313678;0.05115466398013947;18.0;0.14285714285714285
650;[550, 651];0.8882433197543566;0.10323732618292554;0.09231040607899454;0.8734192714589268;0.13735883353869802;0.23854003957181877;15.0;0.1326530612244898;0.8732478617849017;0.11755597836640125;0.10482584217216634;0.8509553984313722;0.1540793684887149;0.164330514987979;15.0;0.14285714285714285;0.9657969039418408;0.031862203652655414;0.025832151195552412;0.9282136470754652;0.06591012330472461;0.04429575845872882;18.0;0.1326530612244898
651;[551, 652];0.8917570227630405;0.10119710679632148;0.09036448378396467;0.8734192714589268;0.13735883353869802;0.23854003957181877;15.0;0.1326530612244898;0.8769226576030446;0.11555346200586722;0.10284332377550218;0.8509553984313722;0.1540793684887149;0.164330514987979;15.0;0.14285714285714285;0.9683454180800124;0.029853651315855635;0.024602572741693918;0.9282136470754652;0.06591012330472461;0.04429575845872882;18.0;0.1326530612244898
652;[552, 653];0.8890907110681906;0.10266242347280377;0.08936917824358018;0.8734192714589268;0.13735883353869802;0.23854003957181877;15.0;0.1326530612244898;0.8740952530987356;0.11700801907053117;0.10153839626463837;0.8509553984313722;0.1540793684887149;0.164330514987979;15.0;0.14285714285714285;0.9661102586419075;0.0315866621180941;0.0249114628040682;0.9282136470754652;0.06591012330472461;0.04429575845872882;18.0;0.1326530612244898
653;[553, 654];0.8882433197543566;0.10323732618292554;0.09231040607899454;0.9756641375534827;0.024232992368046897;0.02947796917150231;14.0;0.1326530612244898;0.8732478617849017;0.11755597836640125;0.10482584217216634;0.8868528072345416;0.129247644263581;0.09596089763753879;14.0;0.14285714285714285;0.9633603630704413;0.033720616789711354;0.026059733335075032;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.14285714285714285
654;[554, 655];0.8890907110681906;0.10266242347280377;0.08936917824358018;0.9756641375534827;0.024232992368046897;0.02947796917150231;14.0;0.1326530612244898;0.8688609989499729;0.12123511041418512;0.1116516316048179;0.9756641375534825;0.024232992368046654;0.018506927705885988;14.0;0.14285714285714285;0.960679080301187;0.03632527287027931;0.030897473761481768;0.9151375424972876;0.0781069856660928;0.0829789537567214;17.0;0.14285714285714285
655;[555, 656];0.8854159152500478;0.10475949935320487;0.0912250572673769;0.9756641375534827;0.024232992368046897;0.02947796917150231;14.0;0.1326530612244898;0.8650295862905847;0.12324789685742796;0.11381266379030064;0.9756641375534825;0.024232992368046654;0.018506927705885988;14.0;0.14285714285714285;0.960679080301187;0.03632527287027931;0.030897473761481768;0.956650471575569;0.04270672693661934;0.03909390947193781;17.0;0.14285714285714285
656;[556, 657];0.8882433197543566;0.10323732618292554;0.09231040607899454;0.9756641375534827;0.024232992368046897;0.02947796917150231;14.0;0.1326530612244898;0.8677572701832398;0.12192654868594231;0.11520424132515156;0.9756641375534825;0.024232992368046654;0.018506927705885988;14.0;0.14285714285714285;0.9616626221895979;0.03526037814401631;0.029680946463980836;0.8830258581565625;0.1049438746749781;0.0951231374103359;17.0;0.15306122448979592
657;[557, 658];0.8913016584931974;0.1008934355805271;0.08847042681932804;0.960058249314534;0.03863255217083388;0.0477553186647125;13.0;0.1326530612244898;0.87107194637498;0.11956527237910557;0.11112466020924984;0.960058249314534;0.03863255217083388;0.020189375679148344;13.0;0.14285714285714285;0.9619759768896647;0.03498721170185305;0.02911230172992762;0.9151375424972876;0.0781069856660928;0.04884587907035509;17.0;0.15306122448979592
658;[558, 659];0.8763062005237426;0.11531375381351135;0.10063964484038623;0.9866064628925529;0.01407890575243743;0.00779876705699136;13.0;0.1326530612244898;0.8529700700556108;0.13730471071131475;0.1283847211716666;0.960058249314534;0.03863255217083388;0.044548393172886766;13.0;0.14285714285714285;0.9614627703455011;0.03555332159260289;0.02759490476893498;0.9218145574751188;0.07465101395325814;0.03262390625101807;18.0;0.15306122448979592
659;[559, 660];0.8702638404393473;0.11905794960703256;0.10342935670062188;0.960058249314534;0.03863255217083388;0.0477553186647125;13.0;0.14285714285714285;0.8467753270630316;0.1408028802233125;0.13110446763686562;0.960058249314534;0.03863255217083388;0.020189375679148344;13.0;0.15306122448979592;0.9614627703455011;0.03555332159260289;0.02759490476893498;0.9218145574751188;0.07465101395325814;0.03262390625101807;18.0;0.15306122448979592
660;[560, 661];0.8778544338785411;0.11390173402217213;0.09547456200561508;0.960058249314534;0.03863255217083388;0.0477553186647125;13.0;0.1326530612244898;0.8551459854655324;0.1353948508746324;0.12194247075795131;0.960058249314534;0.03863255217083388;0.0477553186647125;13.0;0.14285714285714285;0.9661102586419075;0.0315866621180941;0.023412865183499845;0.9218145574751188;0.07465101395325814;0.03262390625101807;18.0;0.14285714285714285
661;[561, 662];0.881529229696684;0.11186820649788093;0.09375624233979227;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.1326530612244898;0.8589773981249207;0.13347190307987583;0.11992487094910036;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.14285714285714285;0.9705563655050192;0.027717530337326962;0.02072262221240114;0.9218145574751188;0.07465101395325814;0.03262390625101807;18.0;0.14285714285714285
662;[562, 663];0.8784332721648317;0.11351645153272633;0.09246535362010318;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.1326530612244898;0.8559933767793664;0.13488069369933037;0.11820382467430866;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.14285714285714285;0.9680078513668476;0.029736648680532985;0.02114037309031853;0.9218145574751188;0.07465101395325814;0.03262390625101807;18.0;0.14285714285714285
663;[563, 664];0.8778544338785411;0.11390173402217213;0.09547456200561508;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.1326530612244898;0.8551459854655324;0.1353948508746324;0.12194247075795131;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.14285714285714285;0.9680078513668476;0.02973664868053251;0.021675592674827708;0.9218145574751188;0.07465101395325814;0.03262390625101807;18.0;0.14285714285714285
664;[564, 665];0.881529229696684;0.11186820649788093;0.09375624233979227;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.1326530612244898;0.8589773981249207;0.13347190307987583;0.11992487094910036;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.1326530612244898;0.9705563655050192;0.027717530337326962;0.02072262221240114;0.9218145574751188;0.07465101395325814;0.03262390625101807;18.0;0.14285714285714285
665;[565, 666];0.8740952530987356;0.11700801907053117;0.10153839626463837;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.1326530612244898;0.8589773981249207;0.13347190307987583;0.11992487094910036;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.1326530612244898;0.9661102586419075;0.0315866621180941;0.0249114628040682;0.9099617502405772;0.08386502482452259;0.03236852311888593;18.0;0.14285714285714285
666;[566, 667];0.8559933767793664;0.13488069369933037;0.11820382467430866;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.14285714285714285;0.8559933767793664;0.13488069369933037;0.11820382467430866;0.863173161693871;0.14580372811816913;0.17311326247953177;13.0;0.14285714285714285;0.9599145369907025;0.037262860768939574;0.02858853833221579;0.9488801212514659;0.05009849909615667;0.01612384483330483;18.0;0.15306122448979592
667;[567, 668];0.8493282984425397;0.13879614262872983;0.12164132600840294;0.863173161693871;0.14580372811816913;0.1579379281161246;13.0;0.15306122448979592;0.8493282984425397;0.13879614262872983;0.12164132600840294;0.863173161693871;0.14580372811816913;0.1579379281161246;13.0;0.15306122448979592;0.9550726142520272;0.04129907471991025;0.031328015362957574;0.9488801212514659;0.05009849909615667;0.03598867265804121;18.0;0.163265306122449
668;[568, 669];0.8493282984425397;0.13879614262872983;0.12164132600840294;0.960058249314534;0.03863255217083459;0.044548393172886766;13.0;0.15306122448979592;0.8493282984425397;0.13879614262872983;0.12164132600840294;0.960058249314534;0.03863255217083459;0.044548393172886766;13.0;0.15306122448979592;0.9550726142520272;0.04129907471991025;0.031328015362957574;0.9488801212514659;0.05009849909615667;0.03598867265804121;18.0;0.163265306122449
669;[569, 670];0.8635987621025206;0.123195235149179;0.10669367219116305;0.960058249314534;0.03863255217083459;0.044548393172886766;13.0;0.15306122448979592;0.8635987621025206;0.123195235149179;0.10669367219116305;0.960058249314534;0.03863255217083459;0.044548393172886766;13.0;0.15306122448979592;0.9561505122625781;0.04010004582770854;0.030803571731764047;0.9400664543100068;0.05624129096313678;0.05115466398013947;18.0;0.163265306122449
